,GEO,Year,EDU,UNEM,MANU,POV,OWNC,MULS,MEDH,BTYR,YRMV,VAC,OLD,CHILD,WATER,DEVELI,WETLAND,AGRI,FOREST,DEVEMI,DEVEOS,SHRUB,DEVEHI,BARREN,UNCLA
20,26093724003,2000,-0.275794645,0.207638778,-0.103305352,-0.693408919,0.904602957,-0.851345202,-0.042104682,-0.968818485,0.297680439,-0.262453466,-0.21868183,0.288290195,0.050970874,0.152912621,0.160194175,0.169902913,0.160194175,0.07038835,0.15776699,0.046116505,0.019417476,0.012135922,0.0
21,26093725000,2000,0.402118455,-0.420379174,-0.027646871,-0.305491558,-0.937238837,1.127420353,0.135507592,-0.766893018,1.370958569,0.062500051,0.115429668,-0.63747105,0.053571429,0.169642857,0.098214286,0.053571429,0.107142857,0.169642857,0.169642857,0.008928571,0.142857143,0.026785714,0.0
22,26093725100,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012820513,0.179487179,0.076923077,0.08974359,0.102564103,0.166666667,0.179487179,0.025641026,0.166666667,0.0,0.0
23,26093730101,2000,0.019532539,-0.646785558,0.784584742,-0.729203162,1.078948306,-0.846952636,0.122558972,-1.252762083,0.122549258,-0.525619193,-0.740305052,0.397253014,0.042279412,0.154411765,0.154411765,0.180147059,0.167279412,0.079044118,0.174632353,0.014705882,0.011029412,0.022058824,0.0
24,26093730102,2000,0.025645709,-0.625303612,0.807064552,-0.722758847,1.078124074,-0.83393953,0.121172761,-1.235973587,0.170500222,-0.482658019,-0.732614464,0.412210607,0.02742616,0.14978903,0.162447257,0.166666667,0.162447257,0.099156118,0.154008439,0.029535865,0.03164557,0.016877637,0.0
25,26093730600,2000,-0.139252944,-0.851060582,-0.413189146,-0.860944219,0.765608696,-0.898959274,0.51310054,-1.360473022,0.426774515,0.726862836,-0.835727758,0.875164392,0.061708861,0.161392405,0.167721519,0.169303797,0.164556962,0.068037975,0.166139241,0.023734177,0.004746835,0.012658228,0.0
26,26093731100,2000,-0.472999045,-0.317703331,0.186149501,-0.379884123,1.016827091,-0.898959274,-0.215456083,-1.37344402,0.706242119,-0.240944738,-1.175466919,1.055842369,0.03125,0.146527778,0.201388889,0.201388889,0.176388889,0.05,0.169444444,0.017361111,0.005555556,0.000694444,0.0
27,26093732100,2000,-0.504491645,-0.797364261,-0.150963347,-0.666702596,0.550567794,-0.873555275,-0.583448859,-0.752648824,-0.531762507,1.009391591,-0.233518394,-0.000651497,0.039039039,0.136636637,0.20045045,0.188438438,0.194444444,0.046546547,0.168168168,0.014264264,0.006006006,0.006006006,0.0
28,26093733100,2000,-0.305728605,-0.305586625,-1.298104324,-0.515628594,0.921158942,-0.849950364,-0.442468991,-1.07353646,-0.730275429,-0.744782566,-0.821419303,-0.418927599,0.049586777,0.139118457,0.179063361,0.162534435,0.17768595,0.063360882,0.155647383,0.035812672,0.012396694,0.024793388,0.0
29,26093733601,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074074074,0.138401559,0.192982456,0.115009747,0.192982456,0.066276803,0.161793372,0.033138402,0.005847953,0.019493177,0.0
30,26093733602,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024221453,0.155709343,0.152249135,0.155709343,0.14532872,0.121107266,0.152249135,0.024221453,0.055363322,0.01384083,0.0
31,26093740200,2000,0.62094826,-0.988787714,1.030567313,-0.771517734,1.273519041,-0.874896248,1.067610327,-1.588240993,0.113397194,-1.125491184,-0.660742121,0.008697,0.038216561,0.152866242,0.127388535,0.10955414,0.151592357,0.121019108,0.152866242,0.050955414,0.052229299,0.043312102,0.0
32,26093740300,2000,0.204734302,-0.54951011,0.404031208,-0.820344189,1.113525716,-0.898959274,0.618200023,-1.465332295,0.066338757,-0.813469855,-0.887796011,0.369695273,0.062745098,0.156862745,0.149019608,0.11372549,0.137254902,0.121568627,0.156862745,0.035294118,0.035294118,0.031372549,0.0
33,26093740500,2000,0.809038776,-0.838209012,-0.476644369,-0.543990338,0.601004081,-0.700982831,0.508934504,-1.16682638,0.379155749,0.01976164,-0.680612225,0.193146892,0.108695652,0.163043478,0.141304348,0.054347826,0.108695652,0.163043478,0.163043478,0.010869565,0.043478261,0.043478261,0.0
34,26093740600,2000,1.351523065,-0.608162488,0.550014041,-0.650224407,0.965696618,-0.862616053,1.441377807,-1.671719834,0.569257801,-0.087467472,-1.279603424,1.775335145,0.085271318,0.15503876,0.147286822,0.062015504,0.147286822,0.15503876,0.15503876,0.015503876,0.054263566,0.023255814,0.0
35,26093740700,2000,1.184007001,-0.728235802,0.483708892,-0.681871653,1.173436417,-0.868632747,1.031925788,-1.413702059,-0.35851573,-0.847077221,-0.943792075,1.218847625,0.046632124,0.170984456,0.150259067,0.082901554,0.165803109,0.155440415,0.170984456,0.015544041,0.020725389,0.020725389,0.0
36,26093740800,2000,0.83981203,-0.158682241,-0.882085165,-0.808224147,0.951503155,-0.62020812,1.244670182,-1.148642122,0.113480608,-0.290946099,-0.386620512,-0.178955769,0.07518797,0.172932331,0.127819549,0.052631579,0.112781955,0.165413534,0.172932331,0.022556391,0.082706767,0.015037594,0.0
37,26093740900,2000,-0.512941762,-0.710103467,-0.277986569,-0.803257886,0.439962679,-0.824634168,-0.052622608,-0.387502747,0.05594567,0.307432853,-0.781051967,0.670928204,0.070921986,0.14893617,0.120567376,0.056737589,0.120567376,0.14893617,0.14893617,0.042553191,0.106382979,0.035460993,0.0
38,26093741100,2000,-0.057746862,0.093051307,-1.057695092,-0.27452844,-1.295283561,1.466623941,-0.181059916,-1.127929271,1.693744148,-0.116368545,-0.015887951,-1.314481008,0.105263158,0.147368421,0.115789474,0.063157895,0.084210526,0.147368421,0.147368421,0.031578947,0.136842105,0.021052632,0.0
39,26093741601,2000,0.553234173,-0.529241543,-0.878970864,-0.596499259,-0.026641584,0.390919155,0.190689375,-1.423515121,1.460784016,-0.203609985,0.775698022,-0.427967188,0.075,0.175,0.075,0.0,0.1,0.175,0.175,0.025,0.175,0.025,0.0
40,26093741602,2000,0.5590411,-0.514253741,-0.876953261,-0.589717103,-0.021228757,0.404349894,0.187194551,-1.41156871,1.486419826,-0.172318979,0.782546936,-0.425512192,0.083333333,0.194444444,0.138888889,0.0,0.027777778,0.194444444,0.194444444,0.027777778,0.138888889,0.0,0.0
41,26093742201,2000,-0.125885971,-0.461890429,0.107028992,-0.698037339,0.927464885,-0.877365875,-0.566845843,-1.527482724,1.026097399,-0.393531375,0.087274854,0.173490663,0.05106383,0.14893617,0.165957447,0.123404255,0.157446809,0.09787234,0.161702128,0.017021277,0.055319149,0.021276596,0.0
42,26093742202,2000,-0.115474124,-0.422310327,0.140340531,-0.685342968,0.929586782,-0.84830809,-0.568665647,-1.483661569,1.115142415,-0.332597478,0.118499302,0.188220641,0.08,0.144,0.136,0.088,0.136,0.136,0.144,0.008,0.096,0.032,0.0
43,26093742500,2000,-0.00193218,-0.735789517,0.056973859,-0.885910661,1.103255862,-0.838177854,0.557111717,-1.095650658,0.335173284,-0.885119197,-0.718735098,0.668765857,0.033126294,0.16563147,0.161490683,0.149068323,0.17184265,0.080745342,0.175983437,0.020703934,0.022774327,0.01863354,0.0
44,26093742700,2000,1.001001077,-0.613323624,0.41891001,-0.7623538,0.694944336,-0.82320695,1.521304339,-1.2260788,0.314391203,1.181254385,-0.477587298,-0.093112187,0.079027356,0.145896657,0.139817629,0.112462006,0.136778116,0.121580547,0.14893617,0.042553191,0.036474164,0.036474164,0.0
45,26093742900,2000,1.166335457,-0.873790088,-0.724988616,-0.793730773,1.186932597,-0.872093772,2.029490812,-1.611038621,0.377606377,-0.859879014,-1.112737464,0.80301026,0.085106383,0.158054711,0.139817629,0.09118541,0.151975684,0.124620061,0.161094225,0.027355623,0.039513678,0.021276596,0.0
46,26093743300,2000,1.054182221,-1.046363432,-0.156360962,-0.882270425,0.790368362,-0.898959274,0.91547391,-0.801252073,0.734588115,0.614902383,-1.422423918,0.405040717,0.110169492,0.161016949,0.152542373,0.06779661,0.152542373,0.13559322,0.161016949,0.0,0.042372881,0.016949153,0.0
47,26093743400,2000,0.635218706,-0.55764488,-0.306925269,-0.849643441,1.019198008,-0.761140938,0.99449922,-1.741074963,0.682619298,-0.286984254,-0.890354039,0.787483628,0.068226121,0.159844055,0.173489279,0.115009747,0.191033138,0.085769981,0.167641326,0.021442495,0.005847953,0.011695906,0.0
48,26093743500,2000,-0.003652265,-0.643367587,-0.657394834,-0.546338332,0.674028135,-0.898959274,0.431335817,-0.481746175,0.82855089,1.021498677,-1.124537401,0.0461235,0.079545455,0.147727273,0.136363636,0.102272727,0.147727273,0.136363636,0.147727273,0.034090909,0.045454545,0.022727273,0.0
49,26093743600,2000,0.379018702,-0.588782594,-0.650596113,-0.716652373,0.894168969,-0.773740819,0.759645411,-0.999431977,0.159036887,-0.233401478,-1.06913546,0.676228395,0.116071429,0.142857143,0.147321429,0.084821429,0.142857143,0.116071429,0.147321429,0.0625,0.03125,0.008928571,0.0
50,26093743700,2000,-0.069449537,-0.21721499,-0.038157332,-0.576651106,0.776553816,-0.797610566,-0.039145175,-1.349175434,0.741385472,-0.104927369,-0.775820386,0.374962947,0.072072072,0.144144144,0.144144144,0.112612613,0.144144144,0.130630631,0.144144144,0.036036036,0.067567568,0.004504505,0.0
51,26093743800,2000,0.385177614,-0.731021448,-0.661320233,-0.781737421,0.539181492,-0.83033509,1.151949337,-0.67995807,-0.55180781,1.600501607,-0.573059514,-0.041996237,0.126760563,0.154929577,0.163380282,0.081690141,0.152112676,0.107042254,0.157746479,0.03943662,0.016901408,0.0,0.0
52,26093743900,2000,0.790432591,-0.756878397,0.145317095,-0.649193992,0.678438217,-0.753142782,0.821087364,-1.199179883,1.141847006,0.59465871,-1.154689128,1.091090264,0.096446701,0.162436548,0.14213198,0.07106599,0.147208122,0.152284264,0.162436548,0.025380711,0.030456853,0.010152284,0.0
53,26093744200,2000,0.05286937,-0.9647252,-0.282871789,-0.746179667,0.289842669,-0.593767698,0.243087747,-0.410144258,0.500792652,0.348895314,-1.201657827,0.036043383,0.083841463,0.135670732,0.149390244,0.097560976,0.149390244,0.112804878,0.137195122,0.06402439,0.050304878,0.019817073,0.0
54,26093744400,2000,0.082092817,-0.686724547,-0.222944197,-0.848047143,1.067753846,-0.898959274,0.163243023,-0.482426054,0.146922409,-0.834926909,-0.42220186,1.283214053,0.014492754,0.188405797,0.057971014,0.072463768,0.101449275,0.188405797,0.188405797,0.043478261,0.144927536,0.0,0.0
55,26093744600,2000,0.997819218,-0.844412629,0.086297874,-0.758384169,0.909285944,-0.898959274,0.391511502,-1.035992755,0.767051649,0.170687644,-1.118992256,2.001438684,0.071428571,0.153439153,0.14021164,0.121693122,0.158730159,0.105820106,0.153439153,0.031746032,0.05026455,0.013227513,0.0
56,26093744700,2000,0.289479733,-0.645691808,-0.644982468,-0.394639324,0.763579574,-0.598031655,0.569098722,-0.834924753,-0.375288207,0.730321947,1.388222016,-0.408197151,0.100775194,0.15503876,0.15503876,0.131782946,0.143410853,0.112403101,0.15503876,0.023255814,0.011627907,0.011627907,0.0
57,26093744800,2000,0.923576241,-0.673121023,0.626755352,-0.888039059,1.281289687,-0.868841237,1.178659765,-1.728051212,1.522761258,-1.125491184,-1.224944136,1.163618336,0.08490566,0.160377358,0.141509434,0.103773585,0.119496855,0.135220126,0.160377358,0.022012579,0.047169811,0.025157233,0.0
58,26093744900,2000,0.703602876,-0.734764126,-0.738623672,-0.669084375,0.110213012,-0.610484956,0.357542593,-0.714192967,0.024279231,0.907929064,-0.721309629,-0.608401292,0.076923077,0.147435897,0.147435897,0.121794872,0.134615385,0.108974359,0.147435897,0.038461538,0.051282051,0.025641026,0.0
59,26099206700,2000,-0.036810629,-0.305142289,0.391287776,-0.602816883,-0.118007018,0.005945418,0.167411662,0.055246247,-0.086740736,-0.152490093,0.342797122,-0.030127711,0.010416667,0.166666667,0.072916667,0.104166667,0.09375,0.166666667,0.166666667,0.0625,0.15625,0.0,0.0
60,26099210000,2000,-0.562155244,-0.41026198,0.598125898,-0.344858468,0.618406187,-0.629587072,0.0577831,-0.41232951,-0.321309905,-0.408472474,-0.015128794,0.222021551,0.029090909,0.160727273,0.126545455,0.222545455,0.144727273,0.089454545,0.170909091,0.021818182,0.024727273,0.009454545,0.0
61,26099211000,2000,-0.555989073,-0.453294232,1.11387026,-0.409301619,-0.009190608,0.316742818,-0.237427597,-0.505576466,0.768189694,-0.27961377,0.217915833,-0.292113217,0.014388489,0.158273381,0.057553957,0.107913669,0.115107914,0.158273381,0.158273381,0.028776978,0.143884892,0.057553957,0.0
62,26099212000,2000,-0.499441966,-0.433350373,0.786897753,-0.767176479,0.879200547,-0.672842031,-0.022255806,-0.511507442,-0.426151861,-0.60693301,-0.538286833,0.460188715,0.01556971,0.157112527,0.159943383,0.206652512,0.162066525,0.077140835,0.168435952,0.016277424,0.025477707,0.011323425,0.0
63,26099214000,2000,-0.455086493,-0.379175536,0.199331589,-0.385264239,0.901745062,-0.809305098,-0.357260654,-1.144739858,1.375413544,-0.365730612,-0.606660453,0.812879021,0.035984848,0.143939394,0.162878788,0.179924242,0.162878788,0.089015152,0.145833333,0.039772727,0.035984848,0.003787879,0.0
64,26099214500,2000,0.343597794,-0.657227459,0.727974086,-0.675706056,1.066393644,-0.845459735,0.986322611,-1.157035497,-0.140608196,-0.497379789,-0.867315281,0.479633587,0.055555556,0.142735043,0.134188034,0.152991453,0.15982906,0.093162393,0.148717949,0.051282051,0.029059829,0.032478632,0.0
65,26099215000,2000,0.020258496,-0.637864654,0.987496107,-0.588391077,0.779167634,-0.683187516,1.175294621,-0.859165175,-0.403388189,-0.272179661,-0.761775986,0.448710388,0.060606061,0.146464646,0.111111111,0.156565657,0.146464646,0.099747475,0.151515152,0.051767677,0.041666667,0.034090909,0.0
66,26099215200,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061143984,0.153846154,0.102564103,0.106508876,0.151873767,0.138067061,0.151873767,0.051282051,0.059171598,0.023668639,0.0
67,26099215300,2000,-0.454718521,-0.085845284,0.987765614,-0.666314079,-0.033363662,0.217277357,0.500301609,-1.003147801,1.716087069,-0.083750632,-0.092232717,-0.404408978,0.014705882,0.191176471,0.044117647,0.088235294,0.088235294,0.191176471,0.191176471,0.014705882,0.176470588,0.0,0.0
68,26099215500,2000,-0.544743324,-0.902210515,0.656349399,-0.580266004,0.988434096,-0.756654855,-0.372804435,-1.754887925,1.89370307,-0.173110181,-0.50534603,0.058365966,0.030534351,0.13740458,0.109414758,0.147582697,0.142493639,0.124681934,0.142493639,0.06870229,0.071246819,0.025445293,0.0
69,26099216000,2000,-0.306024334,-0.07224176,1.055600569,-0.774465396,0.842752242,-0.819943428,0.136102023,-0.675439673,-0.69166375,-0.449444972,-0.419610825,-0.056986347,0.017464424,0.14683053,0.1461837,0.188874515,0.17076326,0.092496766,0.155239327,0.058214748,0.020051746,0.003880983,0.0
70,26099217000,2000,-0.683434871,-0.070874572,0.985645686,-0.447629668,0.863291951,-0.793760662,-0.446946813,-0.187980068,-0.831623994,-0.501448526,-0.233963986,0.036644938,0.027709861,0.136919315,0.152404238,0.185004075,0.17603912,0.076609617,0.148329258,0.061124694,0.019559902,0.016299919,0.0
71,26099218000,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017647059,0.133333333,0.129411765,0.149019608,0.152941176,0.115686275,0.139215686,0.074509804,0.070588235,0.017647059,0.0
72,26099220001,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.168,0.128,0.048,0.064,0.168,0.168,0.024,0.152,0.024,0.0
73,26099220002,2000,-0.069756361,-0.442561804,0.075499058,-0.639751339,-0.160107324,0.276031582,0.334090816,-0.826497705,0.804677196,0.604674477,-0.407695364,-0.133351366,0.159090909,0.170454545,0.090909091,0.022727273,0.034090909,0.159090909,0.159090909,0.011363636,0.170454545,0.022727273,0.0
74,26099221100,2000,-0.503082911,-0.511638993,1.121906552,-0.696052524,0.769873986,-0.517173288,0.046574349,-1.751475848,1.32375996,-0.454873779,-1.212220009,0.770688851,0.019230769,0.173076923,0.064102564,0.064102564,0.083333333,0.173076923,0.166666667,0.057692308,0.173076923,0.025641026,0.0
75,26099221200,2000,-0.478771823,-0.587141968,1.407595776,-0.630891462,0.056122661,-0.432625405,0.057144395,-1.365150106,1.411131375,0.035313679,-1.389169551,0.956081722,0.023255814,0.174418605,0.104651163,0.069767442,0.093023256,0.174418605,0.174418605,0.069767442,0.11627907,0.0,0.0
76,26099221500,2000,-0.029246341,-0.6032577,0.3267548,-0.431058572,0.989336889,-0.78247753,0.312268131,-0.638155642,-0.248798013,-0.8055955,0.456885183,0.412113058,0.030188679,0.139622642,0.135849057,0.158490566,0.154716981,0.109433962,0.143396226,0.056603774,0.056603774,0.01509434,0.0
77,26099221800,2000,-0.276830537,-0.989710567,1.784368543,-0.53823015,0.979700466,-0.887930387,0.6966363,-1.59142795,2.300517285,-0.171393707,-1.333454045,1.923659197,0.028169014,0.132394366,0.132394366,0.138028169,0.135211268,0.121126761,0.14084507,0.070422535,0.081690141,0.01971831,0.0
78,26099222101,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020979021,0.146853147,0.111888112,0.125874126,0.111888112,0.146853147,0.146853147,0.055944056,0.118881119,0.013986014,0.0
79,26099222102,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008130081,0.170731707,0.12195122,0.081300813,0.089430894,0.170731707,0.170731707,0.016260163,0.154471545,0.016260163,0.0
80,26099222500,2000,-0.3109692,-0.495967597,0.505077918,-0.753823317,0.593925123,-0.260310858,0.884922804,-1.00270231,-0.413982219,-0.392598834,0.916521604,-0.840650451,0.129032258,0.153225806,0.10483871,0.072580645,0.072580645,0.14516129,0.153225806,0.024193548,0.137096774,0.008064516,0.0
81,26099222800,2000,-0.572657901,-0.255137376,0.624090701,-0.62641507,0.62001303,-0.453008638,0.602617493,-0.857692709,-0.121561976,-0.4353873,-0.733010546,-0.120832511,0.171428571,0.157142857,0.128571429,0.028571429,0.042857143,0.157142857,0.157142857,0.0,0.142857143,0.014285714,0.0
82,26099223400,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006644518,0.162790698,0.112956811,0.099667774,0.102990033,0.15282392,0.162790698,0.056478405,0.122923588,0.019933555,0.0
83,26099223500,2000,-0.550976448,-0.035498574,1.900788637,-0.771914697,1.225720878,-0.88904926,-0.124207015,-0.031158161,-2.284005238,-0.439647201,-0.010029241,-0.481245487,0.006153846,0.150769231,0.156923077,0.187692308,0.178461538,0.113846154,0.153846154,0.027692308,0.021538462,0.003076923,0.0
84,26099223800,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00931677,0.152173913,0.099378882,0.127329193,0.111801242,0.145962733,0.149068323,0.062111801,0.093167702,0.049689441,0.0
85,26099223900,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005494505,0.153846154,0.093406593,0.131868132,0.115384615,0.148351648,0.137362637,0.06043956,0.137362637,0.016483516,0.0
86,26099224000,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015306122,0.153061224,0.081632653,0.112244898,0.096938776,0.153061224,0.153061224,0.051020408,0.12755102,0.056122449,0.0
87,26099224100,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411765,0.176470588,0.058823529,0.058823529,0.068627451,0.176470588,0.176470588,0.049019608,0.176470588,0.029411765,0.0
88,26099224200,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21686747,0.072289157,0.012048193,0.024096386,0.21686747,0.21686747,0.012048193,0.21686747,0.012048193,0.0
89,26099224300,2000,-0.013499676,-0.605171764,1.344702383,-0.932718517,1.203520193,-0.822773484,0.740681586,-1.887961863,0.924776325,-0.888363558,-1.056213291,0.926800607,0.0,0.222222222,0.0,0.055555556,0.055555556,0.222222222,0.222222222,0.0,0.222222222,0.0,0.0
90,26099224400,2000,0.155929676,-0.628960841,0.100314024,-0.806974136,1.244738919,-0.898959274,0.682595742,-1.868702642,1.444025378,-0.862871702,-1.404187652,1.181144733,0.0,0.24,0.0,0.08,0.04,0.24,0.24,0.0,0.16,0.0,0.0
91,26099224500,2000,-0.451289347,-0.235552404,0.715133033,-0.834136544,1.334719028,-0.461920286,0.16445699,-2.006779848,0.802900551,-1.125491184,0.669432577,-0.549432604,0.0,0.181818182,0.090909091,0.045454545,0.045454545,0.181818182,0.181818182,0.090909091,0.181818182,0.0,0.0
